internship_id,title,company,domain,location,duration,stipend,required_skills,description,application_deadline,positions_available,company_size,industry,remote_work,experience_level,created_at,is_active
INT_00742,Machine Learning Intern,UpGrad,Machine Learning,Nashik,2,13214,"statistics,sql,data science",Exciting internship opportunity at UpGrad in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Manufacturing,no,intermediate,2025-07-26 06:27:14.398762,True
INT_00743,Business Analysis Intern,Flipkart,Business Analysis,Patna,6,22067,"postgresql,agile,mysql","Analyze business processes and requirements at Flipkart. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,9,mid,Healthcare,hybrid,intermediate,2024-11-26 02:01:00.762495,True
INT_00744,Quality Assurance Intern,Airbnb,Quality Assurance,Nashik,8,49788,"business analysis,vue,investment banking",Exciting internship opportunity at Airbnb in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Education,hybrid,entry,2025-09-16 14:31:46.872556,True
INT_00745,Machine Learning Intern,PhonePe,Machine Learning,Pimpri-Chinchwad,2,38940,"data science,statistics,machine learning",Exciting internship opportunity at PhonePe in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Telecommunications,hybrid,entry,2025-06-19 09:26:43.351414,False
INT_00746,Finance Intern,HDFC Bank,Finance,Agra,6,16201,"ui/ux design,android",Exciting internship opportunity at HDFC Bank in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Fashion,yes,entry,2025-05-17 15:08:56.391428,True
INT_00747,Cybersecurity Intern,Mphasis,Cybersecurity,Bhopal,6,40477,"trading,aws,vue",Exciting internship opportunity at Mphasis in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Travel & Tourism,no,entry,2024-09-26 21:03:58.187500,False
INT_00748,Digital Marketing Intern,Tech Mahindra,Digital Marketing,Agra,4,29766,"social media,content writing","Drive digital marketing campaigns for Tech Mahindra. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,7,large,Media & Entertainment,no,intermediate,2025-05-08 21:52:02.792503,True
INT_00749,Finance Intern,Network18,Finance,Ghaziabad,4,46500,"javascript,mongodb",Exciting internship opportunity at Network18 in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Food & Beverage,yes,intermediate,2025-07-28 00:45:25.866866,True
INT_00750,Operations Intern,Times Group,Operations,Ghaziabad,3,20566,"statistics,javascript,business analysis",Exciting internship opportunity at Times Group in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Gaming,hybrid,intermediate,2025-03-23 14:15:46.093522,True
INT_00751,Human Resources Intern,HCL Technologies,Human Resources,Nashik,6,35529,"postgresql,gcp,mysql",Exciting internship opportunity at HCL Technologies in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,9,large,Manufacturing,no,intermediate,2025-06-08 10:40:49.325205,True
INT_00752,Quality Assurance Intern,Times Group,Quality Assurance,Nagpur,4,24947,"kubernetes,strategy,aws",Exciting internship opportunity at Times Group in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Media & Entertainment,yes,entry,2025-08-22 07:57:33.667516,True
INT_00753,Operations Intern,Mindtree,Operations,Surat,3,32221,"trading,strategy",Exciting internship opportunity at Mindtree in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,6,large,Healthcare,yes,entry,2025-07-23 20:44:09.613230,False
INT_00754,Product Management Intern,Simplilearn,Product Management,Kanpur,3,59619,"jira,ios",Exciting internship opportunity at Simplilearn in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,23,large,Food & Beverage,hybrid,entry,2025-08-31 08:45:58.394769,True
INT_00755,Business Analysis Intern,Times Group,Business Analysis,Agra,2,37844,"java,strategy","Analyze business processes and requirements at Times Group. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,1,startup,Gaming,yes,entry,2025-03-22 08:26:35.990738,False
INT_00756,Web Development Intern,EY,Web Development,Surat,4,62943,"nodejs,javascript,react","Develop responsive web applications using modern frameworks at EY. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,3,mid,E-commerce,yes,intermediate,2025-05-04 02:50:00.374329,True
INT_00757,Digital Marketing Intern,EY,Digital Marketing,Surat,4,24619,"social media,digital marketing","Drive digital marketing campaigns for EY. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,8,mid,E-commerce,no,entry,2025-07-26 00:01:37.585438,True
INT_00758,Human Resources Intern,Ola,Human Resources,Kanpur,3,49834,"social media,ethical hacking,mysql",Exciting internship opportunity at Ola in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Travel & Tourism,yes,intermediate,2024-10-13 10:05:32.128146,True
INT_00759,Cybersecurity Intern,Urban Company,Cybersecurity,Bangalore,4,20325,"business analysis,jira,scrum",Exciting internship opportunity at Urban Company in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,13,large,Fashion,hybrid,intermediate,2025-02-06 06:17:35.300850,True
INT_00760,Operations Intern,Hexaware,Operations,Pimpri-Chinchwad,2,25762,"jira,accounting",Exciting internship opportunity at Hexaware in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Travel & Tourism,no,intermediate,2025-09-09 02:54:15.795044,True
INT_00761,Graphic Design Intern,Airbnb,Graphic Design,Ludhiana,4,37676,"adobe xd,photoshop",Exciting internship opportunity at Airbnb in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Sports,hybrid,intermediate,2025-05-11 14:54:49.833029,True
INT_00762,Web Development Intern,Swiggy,Web Development,Chennai,4,38336,"javascript,java,sql","Develop responsive web applications using modern frameworks at Swiggy. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,6,mid,Real Estate,no,intermediate,2025-04-05 05:06:09.576493,True
INT_00763,Cloud Computing Intern,KPMG,Cloud Computing,Ludhiana,4,22484,"linux,docker,kubernetes",Exciting internship opportunity at KPMG in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Consulting,yes,intermediate,2025-01-12 08:13:45.473153,False
INT_00764,Artificial Intelligence Intern,Urban Company,Artificial Intelligence,Vadodara,6,28758,"machine learning,data science",Exciting internship opportunity at Urban Company in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Travel & Tourism,no,entry,2025-01-12 12:20:14.198217,False
INT_00765,Product Management Intern,Paytm,Product Management,Lucknow,6,42047,"accounting,android",Exciting internship opportunity at Paytm in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Healthcare,yes,intermediate,2025-04-21 07:33:24.080910,True
INT_00766,Data Science Intern,Airbnb,Data Science,Mumbai,2,26434,"sql,machine learning,data science","Work with Airbnb's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,13,large,Education,yes,entry,2025-02-17 18:32:02.854422,True
INT_00767,Machine Learning Intern,JP Morgan,Machine Learning,Thane,3,27674,"machine learning,sql",Exciting internship opportunity at JP Morgan in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,19,large,Real Estate,no,intermediate,2025-07-22 01:05:03.619844,True
INT_00768,Data Science Intern,Mphasis,Data Science,Visakhapatnam,6,33706,"data science,machine learning,r","Work with Mphasis's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,3,startup,Food & Beverage,yes,advanced,2025-07-11 20:01:08.615119,True
INT_00769,Human Resources Intern,Accenture,Human Resources,Nashik,4,26573,"seo,azure",Exciting internship opportunity at Accenture in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Gaming,hybrid,advanced,2025-07-16 15:23:36.239738,True
INT_00770,Consulting Intern,Groww,Consulting,Agra,6,52450,"strategy,project management",Exciting internship opportunity at Groww in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,13,large,Automotive,no,entry,2025-07-03 07:15:42.243926,True
INT_00771,Artificial Intelligence Intern,PolicyBazaar,Artificial Intelligence,Hyderabad,3,32789,"statistics,machine learning",Exciting internship opportunity at PolicyBazaar in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Real Estate,hybrid,entry,2025-05-11 00:47:39.316908,True
INT_00772,Human Resources Intern,Twitter,Human Resources,Ahmedabad,3,38156,"deep learning,vue",Exciting internship opportunity at Twitter in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Non-profit,yes,entry,2024-12-06 08:32:02.050821,True
INT_00773,Web Development Intern,Cure.fit,Web Development,Ludhiana,4,30509,"nodejs,javascript,java","Develop responsive web applications using modern frameworks at Cure.fit. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,20,large,Finance,no,intermediate,2025-01-08 02:20:04.339644,True
INT_00774,Content Writing Intern,Network18,Content Writing,Hyderabad,2,72111,"seo,social media",Exciting internship opportunity at Network18 in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Sports,yes,intermediate,2025-01-31 15:02:42.280900,False
INT_00775,Digital Marketing Intern,Ola,Digital Marketing,Kolkata,6,56246,"social media,seo","Drive digital marketing campaigns for Ola. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,7,mid,Gaming,yes,entry,2025-07-16 05:27:37.796698,True
INT_00776,Quality Assurance Intern,Wipro,Quality Assurance,Ludhiana,8,37052,"deep learning,operations",Exciting internship opportunity at Wipro in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Non-profit,no,intermediate,2025-09-20 05:27:54.703963,True
INT_00777,UI/UX Design Intern,ICICI Bank,UI/UX Design,Nashik,4,26360,"photoshop,adobe xd","Design intuitive user experiences for ICICI Bank's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,1,startup,Telecommunications,hybrid,advanced,2025-08-28 22:08:42.721048,True
INT_00778,Mobile Development Intern,Oracle,Mobile Development,Ludhiana,4,10321,"sql,java,javascript","Create innovative mobile applications for Oracle. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,3,mid,Healthcare,no,intermediate,2025-09-03 02:57:57.766275,True
INT_00779,Software Development Intern,Oracle,Software Development,Ahmedabad,4,51067,"react,nodejs",Join Oracle as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,2,startup,Telecommunications,hybrid,entry,2024-11-14 07:45:55.142278,True
INT_00780,Web Development Intern,Oracle,Web Development,Ludhiana,2,18436,"java,javascript,sql","Develop responsive web applications using modern frameworks at Oracle. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,12,large,Automotive,yes,entry,2025-05-25 11:03:32.592035,True
INT_00781,Software Development Intern,BCG,Software Development,Mumbai,8,20853,"nodejs,javascript,java",Join BCG as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,2,mid,Telecommunications,no,intermediate,2024-09-24 02:21:55.088530,True
INT_00782,Quality Assurance Intern,UpGrad,Quality Assurance,Mumbai,4,41216,"accounting,agile,nodejs",Exciting internship opportunity at UpGrad in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Technology,yes,advanced,2025-04-27 13:02:42.211899,True
INT_00783,UI/UX Design Intern,Accenture,UI/UX Design,Jaipur,4,14651,"adobe xd,sketch","Design intuitive user experiences for Accenture's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,3,mid,Healthcare,hybrid,advanced,2025-05-08 10:35:10.449479,True
INT_00784,Web Development Intern,Kotak Mahindra Bank,Web Development,Surat,4,13708,"sql,nodejs,react","Develop responsive web applications using modern frameworks at Kotak Mahindra Bank. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,8,mid,Travel & Tourism,yes,entry,2025-08-18 05:06:12.555632,False
INT_00785,Business Analysis Intern,Nykaa,Business Analysis,Visakhapatnam,4,26181,"operations,vue","Analyze business processes and requirements at Nykaa. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,8,mid,Finance,no,intermediate,2025-09-15 01:05:17.842644,True
INT_00786,Web Development Intern,Mindtree,Web Development,Jaipur,8,26899,"sql,nodejs","Develop responsive web applications using modern frameworks at Mindtree. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,7,mid,Telecommunications,yes,intermediate,2024-10-12 21:08:02.227781,True
INT_00787,Artificial Intelligence Intern,Salesforce,Artificial Intelligence,Hyderabad,6,12205,"r,machine learning",Exciting internship opportunity at Salesforce in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Education,no,advanced,2024-12-29 23:37:06.077946,True
INT_00788,Software Development Intern,Deutsche Bank,Software Development,Pimpri-Chinchwad,3,51953,"python,java,javascript",Join Deutsche Bank as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,2,startup,Consulting,no,entry,2025-02-22 13:46:28.012580,True
INT_00789,Cybersecurity Intern,Salesforce,Cybersecurity,Pune,3,29363,"azure,angular,strategy",Exciting internship opportunity at Salesforce in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Healthcare,hybrid,entry,2025-09-17 02:33:04.452262,True
INT_00790,Cloud Computing Intern,Accenture,Cloud Computing,Kolkata,2,32955,"aws,jenkins,python",Exciting internship opportunity at Accenture in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Telecommunications,yes,entry,2025-03-02 11:25:42.632230,True
INT_00791,Finance Intern,Zomato,Finance,Kolkata,2,39607,"adobe xd,business analysis,mongodb",Exciting internship opportunity at Zomato in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Fashion,hybrid,entry,2025-07-18 06:59:37.115134,False
INT_00792,Data Science Intern,Goldman Sachs,Data Science,Chennai,6,48797,"r,python,sql","Work with Goldman Sachs's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,7,mid,Telecommunications,no,entry,2024-10-14 11:56:00.669496,True
INT_00793,UI/UX Design Intern,Nykaa,UI/UX Design,Bhopal,6,26275,"illustrator,sketch","Design intuitive user experiences for Nykaa's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,9,mid,Technology,hybrid,entry,2025-04-30 04:28:07.303618,True
INT_00794,Artificial Intelligence Intern,Flipkart,Artificial Intelligence,Kanpur,6,64272,"python,statistics",Exciting internship opportunity at Flipkart in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Sports,no,entry,2025-02-18 15:18:18.122373,True
INT_00795,Quality Assurance Intern,Meesho,Quality Assurance,Surat,6,48807,"sql,adobe xd",Exciting internship opportunity at Meesho in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Education,hybrid,intermediate,2025-05-20 07:18:50.752542,True
INT_00796,Artificial Intelligence Intern,Deloitte,Artificial Intelligence,Vadodara,4,12776,"statistics,sql,data science",Exciting internship opportunity at Deloitte in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Education,no,intermediate,2025-03-10 23:22:00.518250,True
INT_00797,UI/UX Design Intern,KPMG,UI/UX Design,Indore,4,71082,"figma,adobe xd","Design intuitive user experiences for KPMG's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,4,mid,Finance,hybrid,entry,2025-04-26 17:12:28.400471,True
INT_00798,Digital Marketing Intern,McKinsey,Digital Marketing,Jaipur,4,55566,"seo,social media","Drive digital marketing campaigns for McKinsey. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,4,startup,Media & Entertainment,yes,entry,2025-03-12 04:28:31.077681,True
INT_00799,Digital Marketing Intern,McKinsey,Digital Marketing,Kolkata,4,51103,"seo,content writing","Drive digital marketing campaigns for McKinsey. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,8,large,Fashion,yes,entry,2025-01-28 20:33:59.537669,True
INT_00800,Content Writing Intern,Byju's,Content Writing,Kolkata,8,27786,"social media,seo",Exciting internship opportunity at Byju's in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Gaming,no,entry,2025-03-01 03:31:51.266359,True
INT_00801,Quality Assurance Intern,JP Morgan,Quality Assurance,Hyderabad,8,37410,"digital marketing,mysql",Exciting internship opportunity at JP Morgan in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Gaming,yes,intermediate,2025-05-06 05:37:25.947696,True
INT_00802,UI/UX Design Intern,Deloitte,UI/UX Design,Mumbai,6,42817,"adobe xd,figma","Design intuitive user experiences for Deloitte's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,2,startup,Healthcare,no,entry,2025-08-19 21:49:04.991762,False
INT_00803,Software Development Intern,ShopClues,Software Development,Ghaziabad,2,46561,"javascript,react",Join ShopClues as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,8,mid,Education,yes,entry,2025-09-21 00:25:15.262794,True
INT_00804,Cloud Computing Intern,Adobe,Cloud Computing,Mumbai,6,31052,"jenkins,aws,linux",Exciting internship opportunity at Adobe in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Automotive,yes,entry,2024-12-01 13:24:53.574764,True
INT_00805,Software Development Intern,PhonePe,Software Development,Ahmedabad,3,45025,"sql,python",Join PhonePe as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,4,startup,Finance,hybrid,entry,2025-03-28 08:34:48.644952,False
INT_00806,Artificial Intelligence Intern,PhonePe,Artificial Intelligence,Kanpur,3,40363,"r,python,data science",Exciting internship opportunity at PhonePe in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Real Estate,yes,intermediate,2024-12-06 12:08:56.918878,True
INT_00807,Artificial Intelligence Intern,Bain,Artificial Intelligence,Bhopal,8,36016,"python,statistics,machine learning",Exciting internship opportunity at Bain in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Technology,yes,entry,2025-08-18 08:06:22.926296,False
INT_00808,Web Development Intern,Wipro,Web Development,Pune,6,42097,"python,javascript,java","Develop responsive web applications using modern frameworks at Wipro. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,10,large,Automotive,yes,intermediate,2025-07-30 15:22:45.700422,True
INT_00809,Machine Learning Intern,McKinsey,Machine Learning,Surat,2,34132,"machine learning,sql",Exciting internship opportunity at McKinsey in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Education,no,intermediate,2025-04-17 07:49:59.966850,True
INT_00810,Graphic Design Intern,Netflix,Graphic Design,Chennai,8,54543,"illustrator,adobe xd",Exciting internship opportunity at Netflix in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,11,large,Retail,hybrid,entry,2025-08-05 14:09:16.863879,False
INT_00811,Quality Assurance Intern,HCL Technologies,Quality Assurance,Nashik,6,47829,"business analysis,postgresql,java",Exciting internship opportunity at HCL Technologies in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,16,large,Automotive,hybrid,intermediate,2025-01-10 19:42:32.223066,True
INT_00812,Machine Learning Intern,Paytm,Machine Learning,Delhi,6,38185,"r,machine learning",Exciting internship opportunity at Paytm in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Healthcare,no,intermediate,2025-06-05 23:57:00.958917,True
INT_00813,Human Resources Intern,Cognizant,Human Resources,Pune,3,33855,"mobile development,kubernetes",Exciting internship opportunity at Cognizant in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Education,hybrid,entry,2025-09-02 03:01:23.262372,True
INT_00814,Digital Marketing Intern,ShopClues,Digital Marketing,Bhopal,4,44333,"seo,google analytics","Drive digital marketing campaigns for ShopClues. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,3,mid,Automotive,hybrid,entry,2024-11-18 23:09:18.739127,True
INT_00815,Graphic Design Intern,Amazon India,Graphic Design,Ghaziabad,4,55118,"illustrator,photoshop",Exciting internship opportunity at Amazon India in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,E-commerce,hybrid,entry,2025-06-27 00:26:04.322408,True
INT_00816,Artificial Intelligence Intern,SBI,Artificial Intelligence,Surat,3,26772,"data science,sql",Exciting internship opportunity at SBI in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Sports,no,entry,2025-01-31 15:22:13.596185,True
INT_00817,Software Development Intern,LTI,Software Development,Kolkata,3,30566,"java,javascript,python",Join LTI as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,14,large,Finance,yes,entry,2024-12-02 19:31:32.625540,True
INT_00818,Operations Intern,Ola,Operations,Delhi,6,59659,"ethical hacking,penetration testing",Exciting internship opportunity at Ola in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Fashion,hybrid,intermediate,2025-09-04 00:59:14.773838,True
INT_00819,Cloud Computing Intern,Mindtree,Cloud Computing,Jaipur,3,37224,"docker,jenkins",Exciting internship opportunity at Mindtree in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,9,large,Real Estate,yes,entry,2025-04-28 13:06:13.332364,True
INT_00820,Consulting Intern,Axis Bank,Consulting,Patna,3,35171,"digital marketing,statistics,content writing",Exciting internship opportunity at Axis Bank in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Real Estate,hybrid,entry,2025-08-04 23:16:57.916660,True
INT_00821,Operations Intern,Capgemini,Operations,Ludhiana,6,47438,"vue,docker,scrum",Exciting internship opportunity at Capgemini in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Gaming,no,intermediate,2024-10-01 19:45:28.529332,False
INT_00822,DevOps Intern,Twitter,DevOps,Ludhiana,8,25057,"docker,python","Learn cloud infrastructure and deployment automation at Twitter. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,9,mid,Non-profit,hybrid,intermediate,2024-12-13 11:29:15.232939,False
INT_00823,Software Development Intern,Cognizant,Software Development,Jaipur,8,48880,"react,javascript,nodejs",Join Cognizant as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,2,startup,Consulting,yes,entry,2025-04-17 12:31:19.468542,True
INT_00824,Content Writing Intern,CRED,Content Writing,Agra,6,23214,"seo,digital marketing",Exciting internship opportunity at CRED in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Non-profit,no,entry,2025-02-08 10:24:19.650270,True
INT_00825,Quality Assurance Intern,Netflix,Quality Assurance,Patna,3,80678,"vue,gcp,digital marketing",Exciting internship opportunity at Netflix in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,Automotive,hybrid,intermediate,2025-08-08 18:17:51.869625,True
INT_00826,Cybersecurity Intern,Mphasis,Cybersecurity,Surat,4,41209,"accounting,aws,mongodb",Exciting internship opportunity at Mphasis in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,12,large,Manufacturing,hybrid,intermediate,2024-12-30 08:40:45.830030,True
INT_00827,Machine Learning Intern,Groww,Machine Learning,Thane,4,38581,"machine learning,sql,python",Exciting internship opportunity at Groww in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Gaming,hybrid,intermediate,2025-06-30 09:16:23.056122,True
INT_00828,Graphic Design Intern,Byju's,Graphic Design,Chennai,3,34744,"figma,adobe xd",Exciting internship opportunity at Byju's in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Consulting,hybrid,advanced,2025-03-10 22:51:26.033329,True
INT_00829,Human Resources Intern,Paytm,Human Resources,Visakhapatnam,6,60830,"machine learning,java,business analysis",Exciting internship opportunity at Paytm in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Technology,no,entry,2025-08-28 18:08:43.190074,True
INT_00830,Graphic Design Intern,Netflix,Graphic Design,Nagpur,4,69857,"illustrator,sketch",Exciting internship opportunity at Netflix in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Education,yes,entry,2025-01-24 07:27:14.113935,True
INT_00831,Business Analysis Intern,Morgan Stanley,Business Analysis,Chennai,3,30757,"project management,accounting,react","Analyze business processes and requirements at Morgan Stanley. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,4,startup,Finance,yes,entry,2025-08-17 07:57:19.629622,True
INT_00832,Business Analysis Intern,Sony,Business Analysis,Ludhiana,3,34241,"agile,data science","Analyze business processes and requirements at Sony. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,2,startup,Travel & Tourism,yes,intermediate,2025-08-17 17:36:00.910289,True
INT_00833,Consulting Intern,Twitter,Consulting,Patna,4,45482,"devops,gcp",Exciting internship opportunity at Twitter in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Healthcare,no,entry,2024-10-21 08:53:13.051937,True
INT_00834,Content Writing Intern,Oracle,Content Writing,Nagpur,8,62114,"google analytics,seo",Exciting internship opportunity at Oracle in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Fashion,yes,intermediate,2024-09-27 14:24:48.343782,False
INT_00835,Business Analysis Intern,Amazon India,Business Analysis,Delhi,6,47934,"gcp,ui/ux design,flutter","Analyze business processes and requirements at Amazon India. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,4,startup,Real Estate,yes,intermediate,2024-10-13 00:29:39.792183,True
INT_00836,Software Development Intern,Morgan Stanley,Software Development,Chennai,6,43905,"javascript,react,python",Join Morgan Stanley as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,4,startup,Telecommunications,no,advanced,2025-02-12 10:45:52.746034,True
INT_00837,Cloud Computing Intern,Amazon India,Cloud Computing,Hyderabad,2,58414,"aws,linux",Exciting internship opportunity at Amazon India in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Technology,yes,intermediate,2025-07-14 13:45:31.553515,True
INT_00838,Data Science Intern,Nykaa,Data Science,Bhopal,6,46059,"data science,r,statistics","Work with Nykaa's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,7,mid,Automotive,hybrid,entry,2024-09-28 17:19:52.224174,True
INT_00839,Human Resources Intern,PhonePe,Human Resources,Patna,4,65536,"aws,kubernetes",Exciting internship opportunity at PhonePe in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Retail,no,entry,2025-04-02 02:02:31.365711,True
INT_00840,Consulting Intern,EY,Consulting,Pune,3,40071,"cybersecurity,ethical hacking",Exciting internship opportunity at EY in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Retail,yes,intermediate,2024-12-04 07:44:44.306434,True
INT_00841,Cloud Computing Intern,Hotstar,Cloud Computing,Chennai,3,25374,"python,jenkins,docker",Exciting internship opportunity at Hotstar in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,12,large,Finance,no,intermediate,2025-06-17 06:47:32.006559,True
INT_00842,Product Management Intern,Adobe,Product Management,Delhi,6,26396,"jira,adobe xd,ios",Exciting internship opportunity at Adobe in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Gaming,hybrid,intermediate,2025-06-18 02:13:02.969331,True
