internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_2836,Marketing Intern,Akshaya Patra Foundation,marketing,"Internship opportunity in marketing at Akshaya Patra Foundation, focusing on SEO, Digital Marketing within the NGO & Food Security sector.","seo, digital marketing",hyderabad,12 months,30000,True,2026-03-05,True,1200,Bangalore,NGO & Food Security
INT_2837,Data Science Intern,CSIR,data science,"Internship opportunity in data science at CSIR, focusing on Machine Learning, SQL within the Scientific Research sector.","machine learning, sql",delhi,12 months,40000,True,2026-03-06,True,5000,Delhi,Scientific Research
INT_2838,Rocket Science Intern,SEWA,rocket science,"Internship opportunity in rocket science at SEWA, focusing on Aerospace Materials, MATLAB within the NGO & Social Work sector.","aerospace materials, matlab",coimbatore,6 months,20000,True,2025-11-09,True,2500,Ahmedabad,NGO & Social Work
INT_2839,Social Work Intern,EcoFuture,social work,"Internship opportunity in social work at EcoFuture, focusing on Policy Research, Community Development within the Environmental NGO sector.","policy research, community development",dehradun,3 months,10000,True,2025-12-30,True,800,Delhi,Environmental NGO
INT_2840,Finance Intern,IARI,finance,"Internship opportunity in finance at IARI, focusing on Financial Analysis, Excel within the Agricultural Research sector.","financial analysis, excel",delhi,12 months,30000,True,2025-12-11,True,2000,Delhi,Agricultural Research
INT_2841,Ai/Ml Intern,Indian Council of Forestry Research,ai/ml,"Internship opportunity in ai/ml at Indian Council of Forestry Research, focusing on Deep Learning, NLP within the Forestry sector.","deep learning, nlp",coimbatore,2 months,10000,True,2025-12-03,True,1500,Dehradun,Forestry
INT_2842,Robotics Intern,AgriNext,robotics,"Internship opportunity in robotics at AgriNext, focusing on Arduino, Embedded Systems within the Agriculture Tech sector.","arduino, embedded systems",hyderabad,2 months,20000,True,2026-02-14,True,500,Lucknow,Agriculture Tech
INT_2843,Rocket Science Intern,SEWA,rocket science,"Internship opportunity in rocket science at SEWA, focusing on Aerospace Materials, CAD within the NGO & Social Work sector.","aerospace materials, cad",chennai,12 months,30000,True,2026-02-22,True,2500,Ahmedabad,NGO & Social Work
INT_2844,Data Science Intern,Teach For India,data science,"Internship opportunity in data science at Teach For India, focusing on SQL, Python within the Education NGO sector.","sql, python",mumbai,12 months,50000,True,2026-01-04,True,4000,Mumbai,Education NGO
INT_2845,Marketing Intern,SEWA,marketing,"Internship opportunity in marketing at SEWA, focusing on Digital Marketing, SEO within the NGO & Social Work sector.","digital marketing, seo",bangalore,3 months,50000,True,2026-01-20,True,2500,Ahmedabad,NGO & Social Work
INT_2846,Rocket Science Intern,CSIR,rocket science,"Internship opportunity in rocket science at CSIR, focusing on CAD, MATLAB within the Scientific Research sector.","cad, matlab",lucknow,6 months,50000,True,2025-11-03,True,5000,Delhi,Scientific Research
INT_2847,Rocket Science Intern,Amul,rocket science,"Internship opportunity in rocket science at Amul, focusing on MATLAB, Propulsion within the Dairy & Food sector.","matlab, propulsion",bangalore,6 months,50000,True,2025-12-25,True,3000,Anand,Dairy & Food
INT_2848,Data Science Intern,Akshaya Patra Foundation,data science,"Internship opportunity in data science at Akshaya Patra Foundation, focusing on Python, SQL within the NGO & Food Security sector.","python, sql",dehradun,3 months,20000,True,2026-01-24,True,1200,Bangalore,NGO & Food Security
INT_2849,Agriculture Intern,Indian Council of Forestry Research,agriculture,"Internship opportunity in agriculture at Indian Council of Forestry Research, focusing on Soil Analysis, GIS within the Forestry sector.","soil analysis, gis",chennai,2 months,8000,True,2026-02-01,True,1500,Dehradun,Forestry
INT_2850,Robotics Intern,Indian Council of Forestry Research,robotics,"Internship opportunity in robotics at Indian Council of Forestry Research, focusing on ROS, Arduino within the Forestry sector.","ros, arduino",ahmedabad,6 months,40000,True,2025-12-04,True,1500,Dehradun,Forestry
INT_2851,Robotics Intern,AgriNext,robotics,"Internship opportunity in robotics at AgriNext, focusing on Arduino, ROS within the Agriculture Tech sector.","arduino, ros",chennai,6 months,20000,True,2026-03-18,True,500,Lucknow,Agriculture Tech
INT_2852,Cloud Computing Intern,IARI,cloud computing,"Internship opportunity in cloud computing at IARI, focusing on AWS, Azure within the Agricultural Research sector.","aws, azure",bangalore,12 months,30000,True,2025-12-24,True,2000,Delhi,Agricultural Research
INT_2853,Education Intern,IARI,education,"Internship opportunity in education at IARI, focusing on Curriculum Design, Teaching Methods within the Agricultural Research sector.","curriculum design, teaching methods",coimbatore,2 months,50000,True,2026-02-01,True,2000,Delhi,Agricultural Research
INT_2854,Cloud Computing Intern,Indian Council of Forestry Research,cloud computing,"Internship opportunity in cloud computing at Indian Council of Forestry Research, focusing on AWS, Azure within the Forestry sector.","aws, azure",coimbatore,3 months,20000,True,2025-12-05,True,1500,Dehradun,Forestry
INT_2855,Social Work Intern,Teach For India,social work,"Internship opportunity in social work at Teach For India, focusing on Community Development, NGO Management within the Education NGO sector.","community development, ngo management",pune,6 months,30000,True,2026-01-20,True,4000,Mumbai,Education NGO
INT_2856,Data Science Intern,Akshaya Patra Foundation,data science,"Internship opportunity in data science at Akshaya Patra Foundation, focusing on Machine Learning, SQL within the NGO & Food Security sector.","machine learning, sql",bangalore,12 months,15000,True,2026-01-26,True,1200,Bangalore,NGO & Food Security
INT_2857,Web Development Intern,Amul,web development,"Internship opportunity in web development at Amul, focusing on HTML, React within the Dairy & Food sector.","html, react",dehradun,3 months,20000,True,2026-01-07,True,3000,Anand,Dairy & Food
INT_2858,Ai/Ml Intern,Akshaya Patra Foundation,ai/ml,"Internship opportunity in ai/ml at Akshaya Patra Foundation, focusing on PyTorch, Deep Learning within the NGO & Food Security sector.","pytorch, deep learning",mumbai,12 months,40000,True,2026-02-06,True,1200,Bangalore,NGO & Food Security
INT_2859,Cybersecurity Intern,SEWA,cybersecurity,"Internship opportunity in cybersecurity at SEWA, focusing on Ethical Hacking, Penetration Testing within the NGO & Social Work sector.","ethical hacking, penetration testing",dehradun,3 months,30000,True,2026-03-17,True,2500,Ahmedabad,NGO & Social Work
INT_2860,Nanotechnology Intern,AgriNext,nanotechnology,"Internship opportunity in nanotechnology at AgriNext, focusing on Materials Science, Nano Fabrication within the Agriculture Tech sector.","materials science, nano fabrication",hyderabad,3 months,50000,True,2025-11-01,True,500,Lucknow,Agriculture Tech
INT_2861,Agriculture Intern,NAL,agriculture,"Internship opportunity in agriculture at NAL, focusing on Crop Modeling, Soil Analysis within the Aerospace Research sector.","crop modeling, soil analysis",coimbatore,2 months,8000,True,2025-12-07,True,1000,Bangalore,Aerospace Research
INT_2862,Nanotechnology Intern,CSIR,nanotechnology,"Internship opportunity in nanotechnology at CSIR, focusing on Nano Fabrication, Materials Science within the Scientific Research sector.","nano fabrication, materials science",bangalore,6 months,40000,True,2026-02-26,True,5000,Delhi,Scientific Research
INT_2863,Marketing Intern,Akshaya Patra Foundation,marketing,"Internship opportunity in marketing at Akshaya Patra Foundation, focusing on Digital Marketing, SEO within the NGO & Food Security sector.","digital marketing, seo",lucknow,12 months,50000,True,2025-11-27,True,1200,Bangalore,NGO & Food Security
INT_2864,Cybersecurity Intern,Amul,cybersecurity,"Internship opportunity in cybersecurity at Amul, focusing on Ethical Hacking, Penetration Testing within the Dairy & Food sector.","ethical hacking, penetration testing",ahmedabad,3 months,8000,True,2025-12-21,True,3000,Anand,Dairy & Food
INT_2865,Blockchain Intern,SEWA,blockchain,"Internship opportunity in blockchain at SEWA, focusing on Smart Contracts, Ethereum within the NGO & Social Work sector.","smart contracts, ethereum",bangalore,3 months,15000,True,2025-12-06,True,2500,Ahmedabad,NGO & Social Work
INT_2866,Web Development Intern,SEWA,web development,"Internship opportunity in web development at SEWA, focusing on React, JavaScript within the NGO & Social Work sector.","react, javascript",hyderabad,12 months,40000,True,2026-02-09,True,2500,Ahmedabad,NGO & Social Work
INT_2867,Education Intern,Amul,education,"Internship opportunity in education at Amul, focusing on Curriculum Design, Teaching Methods within the Dairy & Food sector.","curriculum design, teaching methods",anand,2 months,50000,True,2026-03-02,True,3000,Anand,Dairy & Food
INT_2868,Mobile Apps Intern,SEWA,mobile apps,"Internship opportunity in mobile apps at SEWA, focusing on Flutter, Kotlin within the NGO & Social Work sector.","flutter, kotlin",bangalore,12 months,15000,True,2026-02-18,True,2500,Ahmedabad,NGO & Social Work
INT_2869,Robotics Intern,NAL,robotics,"Internship opportunity in robotics at NAL, focusing on Embedded Systems, Arduino within the Aerospace Research sector.","embedded systems, arduino",bangalore,2 months,50000,True,2026-01-17,True,1000,Bangalore,Aerospace Research
INT_2870,Data Science Intern,AgriNext,data science,"Internship opportunity in data science at AgriNext, focusing on SQL, Statistics within the Agriculture Tech sector.","sql, statistics",hyderabad,6 months,50000,True,2025-12-06,True,500,Lucknow,Agriculture Tech
INT_2871,Renewable Energy Intern,Amul,renewable energy,"Internship opportunity in renewable energy at Amul, focusing on Wind Turbines, Solar PV within the Dairy & Food sector.","wind turbines, solar pv",pune,6 months,10000,True,2026-01-02,True,3000,Anand,Dairy & Food
INT_2872,Education Intern,AgriNext,education,"Internship opportunity in education at AgriNext, focusing on Curriculum Design, Teaching Methods within the Agriculture Tech sector.","curriculum design, teaching methods",bangalore,3 months,50000,True,2026-01-30,True,500,Lucknow,Agriculture Tech
INT_2873,Renewable Energy Intern,EcoFuture,renewable energy,"Internship opportunity in renewable energy at EcoFuture, focusing on Solar PV, Energy Storage within the Environmental NGO sector.","solar pv, energy storage",chennai,6 months,40000,True,2025-12-04,True,800,Delhi,Environmental NGO
INT_2874,Nanotechnology Intern,Indian Council of Forestry Research,nanotechnology,"Internship opportunity in nanotechnology at Indian Council of Forestry Research, focusing on Materials Science, Nano Fabrication within the Forestry sector.","materials science, nano fabrication",pune,3 months,10000,True,2025-10-31,True,1500,Dehradun,Forestry
INT_2875,Education Intern,EcoFuture,education,"Internship opportunity in education at EcoFuture, focusing on Policy Analysis, Curriculum Design within the Environmental NGO sector.","policy analysis, curriculum design",delhi,12 months,30000,True,2025-11-22,True,800,Delhi,Environmental NGO
INT_2876,Mobile Apps Intern,AgriNext,mobile apps,"Internship opportunity in mobile apps at AgriNext, focusing on React Native, Flutter within the Agriculture Tech sector.","react native, flutter",noida,6 months,50000,True,2025-12-30,True,500,Lucknow,Agriculture Tech
INT_2877,Education Intern,Akshaya Patra Foundation,education,"Internship opportunity in education at Akshaya Patra Foundation, focusing on Teaching Methods, Policy Analysis within the NGO & Food Security sector.","teaching methods, policy analysis",anand,12 months,15000,True,2026-02-05,True,1200,Bangalore,NGO & Food Security
INT_2878,Education Intern,Amul,education,"Internship opportunity in education at Amul, focusing on Curriculum Design, Policy Analysis within the Dairy & Food sector.","curriculum design, policy analysis",pune,12 months,20000,True,2025-10-09,True,3000,Anand,Dairy & Food
INT_2879,Renewable Energy Intern,Akshaya Patra Foundation,renewable energy,"Internship opportunity in renewable energy at Akshaya Patra Foundation, focusing on Solar PV, Energy Storage within the NGO & Food Security sector.","solar pv, energy storage",bangalore,2 months,40000,True,2025-12-27,True,1200,Bangalore,NGO & Food Security
INT_2880,Finance Intern,Akshaya Patra Foundation,finance,"Internship opportunity in finance at Akshaya Patra Foundation, focusing on Excel, Accounting within the NGO & Food Security sector.","excel, accounting",noida,2 months,20000,True,2026-02-14,True,1200,Bangalore,NGO & Food Security
INT_2881,Environmental Science Intern,AgriNext,environmental science,"Internship opportunity in environmental science at AgriNext, focusing on Climate Modeling, Sustainability within the Agriculture Tech sector.","climate modeling, sustainability",ahmedabad,6 months,8000,True,2026-01-21,True,500,Lucknow,Agriculture Tech
INT_2882,Agriculture Intern,CSIR,agriculture,"Internship opportunity in agriculture at CSIR, focusing on GIS, Crop Modeling within the Scientific Research sector.","gis, crop modeling",mumbai,3 months,40000,True,2025-12-08,True,5000,Delhi,Scientific Research
INT_2883,Mobile Apps Intern,CSIR,mobile apps,"Internship opportunity in mobile apps at CSIR, focusing on Flutter, Kotlin within the Scientific Research sector.","flutter, kotlin",chennai,2 months,40000,True,2026-03-13,True,5000,Delhi,Scientific Research
INT_2884,Environmental Science Intern,EcoFuture,environmental science,"Internship opportunity in environmental science at EcoFuture, focusing on GIS, Climate Modeling within the Environmental NGO sector.","gis, climate modeling",lucknow,3 months,40000,True,2025-12-27,True,800,Delhi,Environmental NGO
INT_2885,Finance Intern,SEWA,finance,"Internship opportunity in finance at SEWA, focusing on Excel, Accounting within the NGO & Social Work sector.","excel, accounting",chennai,12 months,30000,True,2026-03-02,True,2500,Ahmedabad,NGO & Social Work
INT_2886,Agriculture Intern,CSIR,agriculture,"Internship opportunity in agriculture at CSIR, focusing on GIS, Crop Modeling within the Scientific Research sector.","gis, crop modeling",hyderabad,6 months,8000,True,2025-11-27,True,5000,Delhi,Scientific Research
INT_2887,Mobile Apps Intern,IARI,mobile apps,"Internship opportunity in mobile apps at IARI, focusing on Kotlin, Flutter within the Agricultural Research sector.","kotlin, flutter",pune,2 months,50000,True,2026-01-07,True,2000,Delhi,Agricultural Research
INT_2888,Marketing Intern,Teach For India,marketing,"Internship opportunity in marketing at Teach For India, focusing on Market Research, SEO within the Education NGO sector.","market research, seo",lucknow,3 months,20000,True,2025-11-30,True,4000,Mumbai,Education NGO
INT_2889,Mobile Apps Intern,CSIR,mobile apps,"Internship opportunity in mobile apps at CSIR, focusing on Flutter, Swift within the Scientific Research sector.","flutter, swift",delhi,6 months,15000,True,2026-01-27,True,5000,Delhi,Scientific Research
INT_2890,Web Development Intern,Amul,web development,"Internship opportunity in web development at Amul, focusing on React, HTML within the Dairy & Food sector.","react, html",lucknow,3 months,50000,True,2026-01-08,True,3000,Anand,Dairy & Food
INT_2891,Finance Intern,SEWA,finance,"Internship opportunity in finance at SEWA, focusing on Accounting, Financial Analysis within the NGO & Social Work sector.","accounting, financial analysis",chennai,2 months,40000,True,2026-02-05,True,2500,Ahmedabad,NGO & Social Work
INT_2892,Environmental Science Intern,AgriNext,environmental science,"Internship opportunity in environmental science at AgriNext, focusing on Climate Modeling, GIS within the Agriculture Tech sector.","climate modeling, gis",hyderabad,2 months,30000,True,2026-01-11,True,500,Lucknow,Agriculture Tech
INT_2893,Environmental Science Intern,Amul,environmental science,"Internship opportunity in environmental science at Amul, focusing on GIS, Climate Modeling within the Dairy & Food sector.","gis, climate modeling",hyderabad,6 months,40000,True,2025-12-12,True,3000,Anand,Dairy & Food
INT_2894,Finance Intern,IARI,finance,"Internship opportunity in finance at IARI, focusing on Financial Analysis, Excel within the Agricultural Research sector.","financial analysis, excel",delhi,3 months,15000,True,2025-10-31,True,2000,Delhi,Agricultural Research
INT_2895,Web Development Intern,AgriNext,web development,"Internship opportunity in web development at AgriNext, focusing on JavaScript, CSS within the Agriculture Tech sector.","javascript, css",pune,2 months,15000,True,2026-03-05,True,500,Lucknow,Agriculture Tech
INT_2896,Renewable Energy Intern,Akshaya Patra Foundation,renewable energy,"Internship opportunity in renewable energy at Akshaya Patra Foundation, focusing on Energy Storage, Wind Turbines within the NGO & Food Security sector.","energy storage, wind turbines",dehradun,6 months,50000,True,2025-10-27,True,1200,Bangalore,NGO & Food Security
INT_2897,Renewable Energy Intern,Teach For India,renewable energy,"Internship opportunity in renewable energy at Teach For India, focusing on Solar PV, Wind Turbines within the Education NGO sector.","solar pv, wind turbines",pune,12 months,10000,True,2025-12-29,True,4000,Mumbai,Education NGO
INT_2898,Cloud Computing Intern,NAL,cloud computing,"Internship opportunity in cloud computing at NAL, focusing on Kubernetes, AWS within the Aerospace Research sector.","kubernetes, aws",mumbai,6 months,15000,True,2025-12-31,True,1000,Bangalore,Aerospace Research
INT_2899,Mobile Apps Intern,CSIR,mobile apps,"Internship opportunity in mobile apps at CSIR, focusing on Kotlin, Flutter within the Scientific Research sector.","kotlin, flutter",dehradun,3 months,8000,True,2026-01-16,True,5000,Delhi,Scientific Research
INT_2900,Marketing Intern,Akshaya Patra Foundation,marketing,"Internship opportunity in marketing at Akshaya Patra Foundation, focusing on Market Research, Digital Marketing within the NGO & Food Security sector.","market research, digital marketing",ahmedabad,2 months,30000,True,2025-11-07,True,1200,Bangalore,NGO & Food Security
INT_2901,Social Work Intern,AgriNext,social work,"Internship opportunity in social work at AgriNext, focusing on NGO Management, Community Development within the Agriculture Tech sector.","ngo management, community development",pune,2 months,8000,True,2025-11-19,True,500,Lucknow,Agriculture Tech
INT_2902,Environmental Science Intern,EcoFuture,environmental science,"Internship opportunity in environmental science at EcoFuture, focusing on Sustainability, Climate Modeling within the Environmental NGO sector.","sustainability, climate modeling",coimbatore,3 months,8000,True,2025-12-02,True,800,Delhi,Environmental NGO
INT_2903,Web Development Intern,Amul,web development,"Internship opportunity in web development at Amul, focusing on CSS, JavaScript within the Dairy & Food sector.","css, javascript",chennai,2 months,40000,True,2026-01-29,True,3000,Anand,Dairy & Food
INT_2904,Mobile Apps Intern,CSIR,mobile apps,"Internship opportunity in mobile apps at CSIR, focusing on Flutter, Kotlin within the Scientific Research sector.","flutter, kotlin",ahmedabad,12 months,40000,True,2025-11-10,True,5000,Delhi,Scientific Research
INT_2905,Web Development Intern,SEWA,web development,"Internship opportunity in web development at SEWA, focusing on HTML, React within the NGO & Social Work sector.","html, react",chennai,12 months,50000,True,2026-02-28,True,2500,Ahmedabad,NGO & Social Work
INT_2906,Finance Intern,AgriNext,finance,"Internship opportunity in finance at AgriNext, focusing on Excel, Accounting within the Agriculture Tech sector.","excel, accounting",lucknow,3 months,40000,True,2025-12-12,True,500,Lucknow,Agriculture Tech
INT_2907,Mobile Apps Intern,EcoFuture,mobile apps,"Internship opportunity in mobile apps at EcoFuture, focusing on Flutter, Swift within the Environmental NGO sector.","flutter, swift",mumbai,6 months,20000,True,2025-12-12,True,800,Delhi,Environmental NGO
INT_2908,Cloud Computing Intern,IARI,cloud computing,"Internship opportunity in cloud computing at IARI, focusing on Kubernetes, AWS within the Agricultural Research sector.","kubernetes, aws",coimbatore,3 months,8000,True,2026-02-21,True,2000,Delhi,Agricultural Research
INT_2909,Cybersecurity Intern,CSIR,cybersecurity,"Internship opportunity in cybersecurity at CSIR, focusing on Ethical Hacking, Network Security within the Scientific Research sector.","ethical hacking, network security",chennai,2 months,50000,True,2025-11-16,True,5000,Delhi,Scientific Research
INT_2910,Rocket Science Intern,CSIR,rocket science,"Internship opportunity in rocket science at CSIR, focusing on Propulsion, Aerospace Materials within the Scientific Research sector.","propulsion, aerospace materials",hyderabad,3 months,20000,True,2025-12-05,True,5000,Delhi,Scientific Research
INT_2911,Data Science Intern,IARI,data science,"Internship opportunity in data science at IARI, focusing on SQL, Python within the Agricultural Research sector.","sql, python",pune,2 months,40000,True,2026-02-05,True,2000,Delhi,Agricultural Research
INT_2912,Ai/Ml Intern,SEWA,ai/ml,"Internship opportunity in ai/ml at SEWA, focusing on NLP, TensorFlow within the NGO & Social Work sector.","nlp, tensorflow",hyderabad,6 months,30000,True,2025-10-14,True,2500,Ahmedabad,NGO & Social Work
INT_2913,Blockchain Intern,NAL,blockchain,"Internship opportunity in blockchain at NAL, focusing on Ethereum, Smart Contracts within the Aerospace Research sector.","ethereum, smart contracts",lucknow,2 months,8000,True,2025-10-16,True,1000,Bangalore,Aerospace Research
INT_2914,Agriculture Intern,EcoFuture,agriculture,"Internship opportunity in agriculture at EcoFuture, focusing on Crop Modeling, GIS within the Environmental NGO sector.","crop modeling, gis",dehradun,3 months,15000,True,2026-02-25,True,800,Delhi,Environmental NGO
INT_2915,Environmental Science Intern,Amul,environmental science,"Internship opportunity in environmental science at Amul, focusing on Climate Modeling, Sustainability within the Dairy & Food sector.","climate modeling, sustainability",ahmedabad,6 months,20000,True,2025-12-01,True,3000,Anand,Dairy & Food
INT_2916,Blockchain Intern,Indian Council of Forestry Research,blockchain,"Internship opportunity in blockchain at Indian Council of Forestry Research, focusing on Ethereum, Solidity within the Forestry sector.","ethereum, solidity",delhi,12 months,30000,True,2025-12-21,True,1500,Dehradun,Forestry
INT_2917,Renewable Energy Intern,EcoFuture,renewable energy,"Internship opportunity in renewable energy at EcoFuture, focusing on Solar PV, Energy Storage within the Environmental NGO sector.","solar pv, energy storage",anand,6 months,20000,True,2025-11-29,True,800,Delhi,Environmental NGO
INT_2918,Agriculture Intern,Akshaya Patra Foundation,agriculture,"Internship opportunity in agriculture at Akshaya Patra Foundation, focusing on Soil Analysis, GIS within the NGO & Food Security sector.","soil analysis, gis",ahmedabad,3 months,30000,True,2026-02-12,True,1200,Bangalore,NGO & Food Security
INT_2919,Nanotechnology Intern,Indian Council of Forestry Research,nanotechnology,"Internship opportunity in nanotechnology at Indian Council of Forestry Research, focusing on Nano Fabrication, Materials Science within the Forestry sector.","nano fabrication, materials science",delhi,3 months,30000,True,2025-11-16,True,1500,Dehradun,Forestry
INT_2920,Rocket Science Intern,Akshaya Patra Foundation,rocket science,"Internship opportunity in rocket science at Akshaya Patra Foundation, focusing on MATLAB, Propulsion within the NGO & Food Security sector.","matlab, propulsion",dehradun,2 months,20000,True,2026-01-25,True,1200,Bangalore,NGO & Food Security
INT_2921,Renewable Energy Intern,Amul,renewable energy,"Internship opportunity in renewable energy at Amul, focusing on Wind Turbines, Solar PV within the Dairy & Food sector.","wind turbines, solar pv",pune,3 months,40000,True,2025-11-05,True,3000,Anand,Dairy & Food
INT_2922,Education Intern,EcoFuture,education,"Internship opportunity in education at EcoFuture, focusing on Curriculum Design, Teaching Methods within the Environmental NGO sector.","curriculum design, teaching methods",noida,6 months,8000,True,2026-01-26,True,800,Delhi,Environmental NGO
INT_2923,Blockchain Intern,Akshaya Patra Foundation,blockchain,"Internship opportunity in blockchain at Akshaya Patra Foundation, focusing on Smart Contracts, Solidity within the NGO & Food Security sector.","smart contracts, solidity",hyderabad,12 months,15000,True,2026-02-09,True,1200,Bangalore,NGO & Food Security
INT_2924,Nanotechnology Intern,Indian Council of Forestry Research,nanotechnology,"Internship opportunity in nanotechnology at Indian Council of Forestry Research, focusing on Materials Science, Nano Fabrication within the Forestry sector.","materials science, nano fabrication",noida,6 months,10000,True,2026-01-23,True,1500,Dehradun,Forestry
INT_2925,Finance Intern,SEWA,finance,"Internship opportunity in finance at SEWA, focusing on Financial Analysis, Accounting within the NGO & Social Work sector.","financial analysis, accounting",ahmedabad,3 months,30000,True,2025-11-09,True,2500,Ahmedabad,NGO & Social Work
INT_2926,Mobile Apps Intern,IARI,mobile apps,"Internship opportunity in mobile apps at IARI, focusing on Flutter, React Native within the Agricultural Research sector.","flutter, react native",delhi,2 months,10000,True,2025-12-09,True,2000,Delhi,Agricultural Research
INT_2927,Ai/Ml Intern,Amul,ai/ml,"Internship opportunity in ai/ml at Amul, focusing on Deep Learning, TensorFlow within the Dairy & Food sector.","deep learning, tensorflow",noida,2 months,8000,True,2026-03-06,True,3000,Anand,Dairy & Food
INT_2928,Blockchain Intern,CSIR,blockchain,"Internship opportunity in blockchain at CSIR, focusing on Ethereum, Smart Contracts within the Scientific Research sector.","ethereum, smart contracts",bangalore,3 months,10000,True,2026-03-19,True,5000,Delhi,Scientific Research
INT_2929,Cloud Computing Intern,NAL,cloud computing,"Internship opportunity in cloud computing at NAL, focusing on Docker, Kubernetes within the Aerospace Research sector.","docker, kubernetes",lucknow,2 months,20000,True,2025-11-09,True,1000,Bangalore,Aerospace Research
INT_2930,Agriculture Intern,Amul,agriculture,"Internship opportunity in agriculture at Amul, focusing on Soil Analysis, Crop Modeling within the Dairy & Food sector.","soil analysis, crop modeling",noida,2 months,15000,True,2025-10-11,True,3000,Anand,Dairy & Food
INT_2931,Cloud Computing Intern,Amul,cloud computing,"Internship opportunity in cloud computing at Amul, focusing on Azure, Kubernetes within the Dairy & Food sector.","azure, kubernetes",dehradun,2 months,50000,True,2026-03-01,True,3000,Anand,Dairy & Food
INT_2932,Cloud Computing Intern,EcoFuture,cloud computing,"Internship opportunity in cloud computing at EcoFuture, focusing on Docker, Azure within the Environmental NGO sector.","docker, azure",anand,3 months,30000,True,2025-12-12,True,800,Delhi,Environmental NGO
INT_2933,Marketing Intern,Amul,marketing,"Internship opportunity in marketing at Amul, focusing on Digital Marketing, Market Research within the Dairy & Food sector.","digital marketing, market research",lucknow,2 months,10000,True,2025-10-29,True,3000,Anand,Dairy & Food
INT_2934,Nanotechnology Intern,Teach For India,nanotechnology,"Internship opportunity in nanotechnology at Teach For India, focusing on Nano Fabrication, Materials Science within the Education NGO sector.","nano fabrication, materials science",lucknow,2 months,40000,True,2026-02-15,True,4000,Mumbai,Education NGO
INT_2935,Education Intern,IARI,education,"Internship opportunity in education at IARI, focusing on Curriculum Design, Policy Analysis within the Agricultural Research sector.","curriculum design, policy analysis",delhi,3 months,50000,True,2025-12-13,True,2000,Delhi,Agricultural Research
INT_2936,Web Development Intern,Indian Council of Forestry Research,web development,"Internship opportunity in web development at Indian Council of Forestry Research, focusing on HTML, JavaScript within the Forestry sector.","html, javascript",dehradun,2 months,50000,True,2025-10-08,True,1500,Dehradun,Forestry
INT_2937,Robotics Intern,CSIR,robotics,"Internship opportunity in robotics at CSIR, focusing on Embedded Systems, ROS within the Scientific Research sector.","embedded systems, ros",mumbai,2 months,30000,True,2026-02-13,True,5000,Delhi,Scientific Research
INT_2938,Cloud Computing Intern,NAL,cloud computing,"Internship opportunity in cloud computing at NAL, focusing on Docker, AWS within the Aerospace Research sector.","docker, aws",dehradun,6 months,50000,True,2026-02-08,True,1000,Bangalore,Aerospace Research
INT_2939,Mobile Apps Intern,Teach For India,mobile apps,"Internship opportunity in mobile apps at Teach For India, focusing on Swift, React Native within the Education NGO sector.","swift, react native",dehradun,2 months,8000,True,2025-10-18,True,4000,Mumbai,Education NGO
INT_2940,Renewable Energy Intern,SEWA,renewable energy,"Internship opportunity in renewable energy at SEWA, focusing on Solar PV, Energy Storage within the NGO & Social Work sector.","solar pv, energy storage",pune,12 months,8000,True,2026-01-06,True,2500,Ahmedabad,NGO & Social Work
INT_2941,Blockchain Intern,Amul,blockchain,"Internship opportunity in blockchain at Amul, focusing on Ethereum, Smart Contracts within the Dairy & Food sector.","ethereum, smart contracts",anand,12 months,20000,True,2025-12-18,True,3000,Anand,Dairy & Food
INT_2942,Environmental Science Intern,AgriNext,environmental science,"Internship opportunity in environmental science at AgriNext, focusing on GIS, Sustainability within the Agriculture Tech sector.","gis, sustainability",coimbatore,12 months,15000,True,2026-01-23,True,500,Lucknow,Agriculture Tech
INT_2943,Web Development Intern,SEWA,web development,"Internship opportunity in web development at SEWA, focusing on CSS, JavaScript within the NGO & Social Work sector.","css, javascript",ahmedabad,12 months,30000,True,2026-02-14,True,2500,Ahmedabad,NGO & Social Work
INT_2944,Data Science Intern,SEWA,data science,"Internship opportunity in data science at SEWA, focusing on Statistics, Python within the NGO & Social Work sector.","statistics, python",hyderabad,2 months,10000,True,2025-11-10,True,2500,Ahmedabad,NGO & Social Work
INT_2945,Cybersecurity Intern,SEWA,cybersecurity,"Internship opportunity in cybersecurity at SEWA, focusing on Network Security, Penetration Testing within the NGO & Social Work sector.","network security, penetration testing",lucknow,12 months,8000,True,2026-01-02,True,2500,Ahmedabad,NGO & Social Work
INT_2946,Rocket Science Intern,Amul,rocket science,"Internship opportunity in rocket science at Amul, focusing on CAD, Aerospace Materials within the Dairy & Food sector.","cad, aerospace materials",bangalore,2 months,40000,True,2025-12-29,True,3000,Anand,Dairy & Food
INT_2947,Data Science Intern,SEWA,data science,"Internship opportunity in data science at SEWA, focusing on SQL, Statistics within the NGO & Social Work sector.","sql, statistics",mumbai,3 months,50000,True,2025-11-24,True,2500,Ahmedabad,NGO & Social Work
INT_2948,Social Work Intern,EcoFuture,social work,"Internship opportunity in social work at EcoFuture, focusing on Policy Research, Community Development within the Environmental NGO sector.","policy research, community development",lucknow,3 months,15000,True,2025-11-18,True,800,Delhi,Environmental NGO
